no_faktur,kode_barang,deskripsi,jumlah,tanggal_faktur,harga_satuan,id_pelanggan,provinsi
545978,22489,PACK OF 12 TRADITIONAL CRAYONS,6,2011-03-08 12:19:00,420.0,13975.0,Sulawesi Barat
575923,22383,LUNCH BAG SUKI DESIGN ,10,2011-11-11 17:11:00,1650.0,17069.0,Kalimantan Timur
568163,23427,STOOL HOME SWEET HOME ,2,2011-09-25 12:34:00,12500.0,14540.0,Sulawes Selatan
544907,22624,IVORY KITCHEN SCALES,2,2011-02-24 14:15:00,8500.0,12945.0,Sulawesi Barat
551006,22378,WALL TIDY RETROSPOT ,1,2011-04-26 09:48:00,4960.0,nan,Papua Barat Daya
566757,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,2011-09-14 15:54:00,10790.0,nan,Kepulauan Riau
577324,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-11-18 14:01:00,3250.0,16463.0,Papua Barat Daya
537467,22561,WOODEN SCHOOL COLOURING SET,3,2010-12-07 10:36:00,1650.0,16059.0,Sulawes Selatan
567530,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-09-21 09:33:00,850.0,12390.0,Dki Jakarta
557214,22727,ALARM CLOCK BAKELIKE RED ,4,2011-06-17 12:20:00,3750.0,17677.0,Jawa Barat
538566,22576,SWALLOW WOODEN CHRISTMAS DECORATION,2,2010-12-13 11:21:00,1660.0,nan,Jawa Timur
577794,22077,6 RIBBONS RUSTIC CHARM,2,2011-11-21 16:48:00,1950.0,14030.0,Gorontalo
556206,C2,CARRIAGE,1,2011-06-09 13:46:00,50000.0,14911.0,Sumatera Selatan
574934,23542,WALL ART 70'S ALPHABET ,1,2011-11-07 16:50:00,8250.0,16717.0,Kalimantan Tengah
538153,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,4,2010-12-09 16:31:00,4210.0,nan,Sulawesi Tenggara
546423,21397,BLUE POLKADOT EGG CUP ,6,2011-03-13 12:39:00,390.0,14502.0,Sulawesi Utara
568239,22841,ROUND CAKE TIN VINTAGE GREEN,1,2011-09-26 12:02:00,7950.0,18205.0,Maluku Utara
563753,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-08-19 10:51:00,420.0,12513.0,Nusa Tenggara Timur
575330,23202,JUMBO BAG VINTAGE LEAF,10,2011-11-09 13:50:00,2080.0,15152.0,Kalimantn Barat
546977,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,2011-03-18 12:08:00,4130.0,nan,Papua
559120,23343,JUMBO BAG VINTAGE CHRISTMAS ,5,2011-07-06 12:18:00,2080.0,16393.0,Kalimantn Barat
541965,22742,MAKE YOUR OWN PLAYTIME CARD KIT,18,2011-01-24 13:27:00,2950.0,12625.0,Papua Tengah
542717,21314,SMALL GLASS HEART TRINKET POT,2,2011-01-31 14:07:00,2100.0,17580.0,Nusa Tenggara Barat
576600,22112,CHOCOLATE HOT WATER BOTTLE,5,2011-11-15 15:08:00,4950.0,18181.0,Lampung
544115,22553,PLASTERS IN TIN SKULLS,12,2011-02-16 11:45:00,1650.0,12727.0,Bali
544186,47593B,SCOTTIE DOGS BABY BIB,1,2011-02-16 15:56:00,830.0,nan,Di Yogyakarta
538149,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2010-12-09 16:27:00,8470.0,nan,Kalimantan Utara
576056,22077,6 RIBBONS RUSTIC CHARM,12,2011-11-13 15:04:00,1950.0,17720.0,Maluku Utara
564848,23034,DRAWER KNOB CERAMIC BLACK,8,2011-08-30 15:37:00,1450.0,16928.0,Sumatera Selatan
548358,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-03-30 15:29:00,1650.0,15832.0,Papua Tengah
549023,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-05 16:27:00,5790.0,nan,Sulawesi Utara
569897,22214,CANDLE PLATE LACE WHITE,2,2011-10-06 16:01:00,2550.0,17813.0,Kalimantan Tengah
542122,21931,JUMBO STORAGE BAG SUKI,10,2011-01-25 14:36:00,1950.0,17082.0,Papua Barat
540848,22508,DOORSTOP RETROSPOT HEART,1,2011-01-12 09:26:00,7620.0,nan,Aceh
565841,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,1,2011-09-07 12:04:00,2080.0,nan,Papua Selatan
572921,23461,SWEETHEART BIRD HOUSE,1,2011-10-26 16:57:00,4150.0,15993.0,Kalimantan Tengah
539408,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2010-12-17 12:56:00,3950.0,12720.0,Papua Barat
547248,84569D,PACK 6 HEART/ICE-CREAM PATCHES,4,2011-03-22 09:23:00,2460.0,nan,Sulawesi Tengah
553009,20675,BLUE POLKADOT BOWL,12,2011-05-12 16:52:00,1250.0,13601.0,Bali
568346,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,2011-09-26 15:28:00,2460.0,14096.0,Nusa Tenggara Barat
577531,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2011-11-20 13:58:00,2460.0,nan,Sulawesi Utara
577535,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-11-20 14:07:00,420.0,14071.0,Jawa Barat
560920,22200,FRYING PAN PINK POLKADOT,4,2011-07-21 18:36:00,4250.0,15370.0,Papua Barat
566077,23323,WHITE WICKER STAR ,6,2011-09-09 09:38:00,2100.0,13441.0,Sulawesi Tenggara
569848,22626,BLACK KITCHEN SCALES,2,2011-10-06 13:48:00,8500.0,16316.0,Dki Jakarta
570465,23551,PACK OF 12 PAISLEY PARK TISSUES ,9,2011-10-10 16:02:00,390.0,nan,Sulawesi Tenggara
571266,22745,POPPY'S PLAYHOUSE BEDROOM ,4,2011-10-16 11:41:00,2100.0,17769.0,Papua
542541,22429,ENAMEL MEASURING JUG CREAM,1,2011-01-28 14:25:00,8290.0,nan,Jambi
544286,20685,DOORMAT RED RETROSPOT,2,2011-02-17 12:29:00,7950.0,13151.0,Sulawesi Tengah
538868,22630,DOLLY GIRL LUNCH BOX,12,2010-12-14 14:42:00,1950.0,17017.0,Kalimantan Utara
542895,22859,EASTER TIN BUNNY BOUQUET,1,2011-02-01 13:47:00,1650.0,14549.0,Jambi
541264,22090,PAPER BUNTING RETROSPOT,5,2011-01-16 16:10:00,2950.0,17064.0,Nusa Tenggara Timur
568207,22306,SILVER MUG BONE CHINA TREE OF LIFE,12,2011-09-25 15:34:00,1250.0,15150.0,Sumatera Barat
577297,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-11-18 12:48:00,3750.0,14593.0,Kepulauan Riau
537638,22817,CARD SUKI BIRTHDAY,1,2010-12-07 15:28:00,850.0,nan,Kalimantan Tengah
573369,22597,MUSICAL ZINC HEART DECORATION ,1,2011-10-30 13:19:00,290.0,16049.0,Papua Tengah
550280,85194L,HANGING SPRING FLOWER EGG LARGE,10,2011-04-15 13:31:00,850.0,13048.0,Gorontalo
555102,23161,REGENCY CAKE FORK,36,2011-05-31 13:50:00,1250.0,14819.0,Jwa Tengah
551152,72232,FENG SHUI PILLAR CANDLE,1,2011-04-26 14:47:00,190.0,13230.0,Nusa Tenggara Timur
552333,84992,72 SWEETHEART FAIRY CAKE CASES,2,2011-05-09 10:38:00,550.0,15039.0,Papua Pegunungan
540468,22184,CAKE STAND VICTORIAN FILIGREE LARGE,1,2011-01-07 13:55:00,8470.0,nan,Dki Jakarta
552874,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-05-12 09:40:00,850.0,12621.0,Sulawesi Barat
552821,22433,WATERING CAN GREEN DINOSAUR,1,2011-05-11 12:58:00,1950.0,18118.0,Papua Tengah
565243,71053,WHITE METAL LANTERN,12,2011-09-02 10:20:00,3750.0,16735.0,Papua Tengah
553855,20679,EDWARDIAN PARASOL RED,6,2011-05-19 13:16:00,5950.0,15854.0,Sulawes Selatan
563211,22997,TRAVEL CARD WALLET UNION JACK,24,2011-08-14 12:33:00,420.0,17049.0,Sulawes Selatan
562715,15044A,PINK PAPER PARASOL ,1,2011-08-08 15:34:00,5790.0,nan,Nusa Tenggara Barat
557230,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-06-17 13:57:00,290.0,15181.0,Papua
568346,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2011-09-26 15:28:00,4130.0,14096.0,Sulawesi Barat
580501,22867,REGENCY CAKESTAND 3 TIER,2,2011-12-04 13:00:00,2100.0,14546.0,Papua Pegunungan
561820,21172,PARTY METAL SIGN ,4,2011-07-29 16:00:00,4130.0,nan,Sulawesi Tengah
538308,20727,LUNCH BAG  BLACK SKULL.,10,2010-12-10 13:29:00,1650.0,14107.0,Papua Tengah
578292,23133,LARGE IVORY HEART WALL ORGANISER,3,2011-11-23 14:35:00,8250.0,13174.0,Kalimantan Utara
560552,47351B,BLUE  VOILE LAMPSHADE,2,2011-07-19 12:54:00,2950.0,15311.0,Nusa Tenggara Barat
578844,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,2011-11-25 16:14:00,7460.0,nan,Kepulauan Riau
545445,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-03-02 16:26:00,5450.0,17738.0,Maluku
543713,22666,RECIPE BOX PANTRY YELLOW DESIGN,8,2011-02-11 11:46:00,6630.0,nan,Sumatera Barat
546406,21400,RED PUDDING SPOON,1,2011-03-11 16:21:00,420.0,nan,Sulawesi Utara
580305,23214,JINGLE BELL HEART ANTIQUE GOLD,1,2011-12-02 14:26:00,2080.0,12970.0,Maluku Utara
561330,23283,DOORMAT VINTAGE LEAF,1,2011-07-26 14:03:00,7950.0,16019.0,Papua Barat Daya
550278,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-04-15 13:15:00,16630.0,nan,Sulawesi Tenggara
563917,22659,REGENCY CAKESTAND 3 TIER,4,2011-08-21 13:46:00,1950.0,14572.0,Papua Barat Daya
547510,22440,BALLOON WATER BOMB PACK OF 35,20,2011-03-23 13:42:00,420.0,15245.0,Papua Barat
549566,21713,CITRONELLA CANDLE FLOWERPOT,4,2011-04-10 14:27:00,2100.0,13610.0,Bangka Belitung
579413,22866,HAND WARMER SCOTTY DOG DESIGN,4,2011-11-29 12:50:00,2100.0,13668.0,Bengkulu
538630,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-12-13 13:25:00,1650.0,14565.0,Jawa Barat
573300,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,4,2011-10-28 16:10:00,2550.0,16049.0,Jawa Barat
577572,23344,JUMBO BAG 50'S CHRISTMAS ,2,2011-11-20 15:48:00,2080.0,nan,Di Yogyakarta
542741,22534,MAGIC DRAWING SLATE SPACEBOY ,11,2011-01-31 16:02:00,420.0,17375.0,Jawa Barat
554093,21471,REGENCY CAKESTAND 3 TIER,6,2011-05-22 12:49:00,3750.0,14837.0,Papua Barat
541497,20699,MOUSEY LONG LEGS SOFT TOY,2,2011-01-18 15:19:00,2460.0,nan,Gorontalo
556924,22778,GLASS CLOCHE SMALL,4,2011-06-15 14:14:00,3950.0,nan,Kalimantn Barat
574237,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,2011-11-03 12:37:00,1250.0,15551.0,Papua Barat Daya
540839,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,2011-01-11 15:42:00,4950.0,16791.0,Sulawesi Barat
579471,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-11-29 15:08:00,4130.0,nan,Papua Pegunungan
563239,22383,LUNCH BAG SUKI DESIGN ,1,2011-08-15 10:02:00,1650.0,nan,Jawa Timur
544169,21181,PLEASE ONE PERSON METAL SIGN,48,2011-02-16 13:44:00,1850.0,13078.0,Bali
541886,20713,JUMBO BAG OWLS,1,2011-01-24 11:21:00,1950.0,15039.0,Jawa Timur
561605,23041,PAPER LANTERN 9 POINT SNOW STAR,4,2011-07-28 12:09:00,4150.0,13925.0,Di Yogyakarta
556728,20724,RED RETROSPOT CHARLOTTE BAG,3,2011-06-14 11:36:00,850.0,15719.0,Nusa Tenggara Barat
537222,21385,IVORY HANGING DECORATION  HEART,1,2010-12-05 16:00:00,850.0,14404.0,Bali
558614,23005,TRAVEL CARD WALLET I LOVE LONDON,2,2011-06-30 15:56:00,830.0,nan,Gorontalo
538517,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2010-12-12 16:05:00,3750.0,17618.0,Jawa Barat
563176,85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1,2011-08-12 14:02:00,2550.0,17293.0,Riau
565865,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-09-07 15:07:00,8500.0,12637.0,Lampung
554118,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-05-22 15:26:00,850.0,16592.0,Aceh
568346,22446,PIN CUSHION BABUSHKA PINK,2,2011-09-26 15:28:00,2460.0,14096.0,Jawa Timur
572096,21905,MORE BUTTER METAL SIGN ,2,2011-10-20 15:20:00,790.0,nan,Aceh
558614,21704,BAG 250g SWIRLY MARBLES,1,2011-06-30 15:56:00,1630.0,nan,Maluku
565682,21907,I'M ON HOLIDAY METAL SIGN,24,2011-09-06 10:42:00,2100.0,14796.0,Jwa Tengah
578506,21947,SET OF 6 HEART CHOPSTICKS,2,2011-11-24 13:01:00,1250.0,17458.0,Kepulauan Riau
573340,23321,SMALL WHITE HEART OF WICKER,3,2011-10-30 11:55:00,1650.0,14159.0,Sulawesi Barat
572552,23224,CHERUB HEART DECORATION GOLD,1,2011-10-24 17:07:00,1630.0,14096.0,Papua Barat Daya
561519,22546,MINI JIGSAW PURDEY,1,2011-07-27 17:01:00,420.0,17870.0,Maluku
537792,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-08 12:56:00,2100.0,16385.0,Nusa Tenggara Timur
545533,22440,BALLOON WATER BOMB PACK OF 35,20,2011-03-03 14:04:00,420.0,12524.0,Jwa Tengah
C545728,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-03-07 11:41:00,1250.0,12484.0,Sumatera Utara
573546,21770,OPEN CLOSED METAL SIGN,2,2011-10-31 13:13:00,4950.0,15974.0,Sumatera Utara
550361,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-04-18 11:10:00,8250.0,13082.0,Gorontalo
547663,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-03-24 13:16:00,8500.0,16022.0,Lampung
576857,23349,ROLL WRAP VINTAGE CHRISTMAS,1,2011-11-16 15:52:00,1250.0,12748.0,Bangka Belitung
578344,21698,MOCK LOBSTER FRIDGE MAGNET,1,2011-11-24 09:21:00,1630.0,nan,Jwa Tengah
565917,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-09-07 16:15:00,10790.0,nan,Kalimantn Barat
551173,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-04-26 16:54:00,3290.0,nan,Jawa Barat
564817,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1,2011-08-30 12:02:00,1630.0,nan,Sumatera Barat
570841,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-10-12 14:18:00,1450.0,12553.0,Kalimantan Tengah
556459,35970,ZINC FOLKART SLEIGH BELLS,1,2011-06-10 17:25:00,4130.0,nan,Jawa Barat
560260,21175,GIN + TONIC DIET METAL SIGN,1,2011-07-17 13:32:00,2550.0,14044.0,Jwa Tengah
556812,84912B,GREEN ROSE WASHBAG,1,2011-06-14 17:25:00,3290.0,nan,Jambi
575607,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2011-11-10 12:37:00,1250.0,14096.0,Papua Barat
554989,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2011-05-29 13:50:00,2080.0,15897.0,Sulawesi Barat
553896,47590B,PINK HAPPY BIRTHDAY BUNTING,6,2011-05-19 17:22:00,5450.0,13887.0,Sulawesi Tengah
562806,21314,SMALL GLASS HEART TRINKET POT,8,2011-08-09 14:56:00,2100.0,13636.0,Riau
569521,22569,FELTCRAFT CUSHION BUTTERFLY,1,2011-10-04 14:33:00,3750.0,nan,Papua
566790,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-09-15 10:35:00,7080.0,17679.0,Maluku
563565,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-08-17 14:22:00,5950.0,17338.0,Sumatera Selatan
545238,20972,PINK CREAM FELT CRAFT TRINKET BOX ,24,2011-03-01 11:02:00,1250.0,15241.0,Maluku Utara
564856,20676,RED RETROSPOT BOWL,16,2011-08-31 09:11:00,1250.0,12477.0,Papua Selatan
555705,21918,SET 12 KIDS COLOUR  CHALK STICKS,12,2011-06-06 15:24:00,420.0,14713.0,Kalimantan Tengah
543546,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,2011-02-09 16:52:00,2460.0,nan,Bangka Belitung
579942,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-12-01 10:33:00,850.0,16145.0,Dki Jakarta
579473,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-11-29 15:17:00,2100.0,13198.0,Sulawesi Barat
569331,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-10-03 13:39:00,550.0,16875.0,Nusa Tenggara Barat
551547,20719,WOODLAND CHARLOTTE BAG,36,2011-05-03 09:44:00,2460.0,nan,Bangka Belitung
565122,22551,PLASTERS IN TIN SPACEBOY,2,2011-09-01 11:48:00,1650.0,13069.0,Nusa Tenggara Timur
575609,21136,PAINTED METAL PEARS ASSORTED,16,2011-11-10 12:40:00,1690.0,17243.0,Gorontalo
581439,21980,PACK OF 12 RED RETROSPOT TISSUES ,1,2011-12-08 16:30:00,830.0,nan,Papua
567668,23422,PANTRY HOOK BALLOON WHISK ,1,2011-09-21 15:29:00,4130.0,nan,Kepulauan Riau
546388,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,9,2011-03-11 13:42:00,4130.0,nan,Sumatera Barat
575602,20711,JUMBO BAG TOYS ,1,2011-11-10 12:27:00,2080.0,17059.0,Jawa Barat
578017,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-11-22 13:07:00,8250.0,13569.0,Nusa Tenggara Barat
561042,22614,PACK OF 12 SPACEBOY TISSUES,24,2011-07-24 12:18:00,290.0,16305.0,Papua Barat
549442,47566,PARTY BUNTING,16,2011-04-08 12:56:00,4950.0,16996.0,Sulawes Selatan
550351,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-04-18 10:20:00,2550.0,15491.0,Papua Barat Daya
569545,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2011-10-04 16:37:00,1630.0,nan,Lampung
558053,22896,PEG BAG APPLES DESIGN,1,2011-06-24 14:33:00,2550.0,15027.0,Jambi
566258,23255,CHILDRENS CUTLERY CIRCUS PARADE,6,2011-09-11 12:45:00,4150.0,13124.0,Gorontalo
574298,22601,CHRISTMAS RETROSPOT ANGEL WOOD,4,2011-11-03 15:56:00,1630.0,nan,Kalimantan Utara
561006,20725,LUNCH BAG RED RETROSPOT,1,2011-07-22 15:02:00,1650.0,16161.0,Bangka Belitung
578290,21903,MAN FLU METAL SIGN,12,2011-11-23 14:07:00,2100.0,13644.0,Papua Barat
561894,21986,PACK OF 12 PINK POLKADOT TISSUES,1,2011-07-31 15:00:00,290.0,14456.0,Jawa Barat
536401,84991,60 TEATIME FAIRY CAKE CASES,3,2010-12-01 11:21:00,550.0,15862.0,Sulawesi Tenggara
547083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-20 15:21:00,2950.0,15452.0,Kepulauan Riau
C542094,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2011-01-25 12:47:00,12750.0,13310.0,Sumatera Selatan
567886,23395,BELLE JARDINIERE CUSHION COVER,4,2011-09-22 15:18:00,3750.0,12930.0,Sulawesi Tenggara
577078,23551,PACK OF 12 PAISLEY PARK TISSUES ,1,2011-11-17 15:17:00,830.0,nan,Kalimantan Tengah
565766,21439,BASKET OF TOADSTOOLS,2,2011-09-06 14:23:00,1250.0,17841.0,Sulawesi Utara
553463,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-05-17 11:02:00,290.0,13488.0,Kalimantn Barat
537378,22594,CHRISTMAS GINGHAM TREE,36,2010-12-06 13:06:00,850.0,14911.0,Dki Jakarta
547883,21136,PAINTED METAL PEARS ASSORTED,1,2011-03-28 08:40:00,1690.0,14755.0,Sumatera Selatan
569629,23536,VILLAGE SHOW WALL ART,4,2011-10-05 11:37:00,5950.0,15249.0,Banten
536408,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-01 11:41:00,1650.0,14307.0,Papua Barat Daya
543013,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2,2011-02-02 13:35:00,2460.0,nan,Sulawesi Barat
553469,85099B,JUMBO BAG RED RETROSPOT,100,2011-05-17 11:15:00,1740.0,16029.0,Papua Barat
578285,22191,IVORY DINER WALL CLOCK,1,2011-11-23 13:57:00,8500.0,12748.0,Lampung
541219,21694,SMALL REGAL  SILVER CANDLEPOT ,1,2011-01-14 14:06:00,5790.0,nan,Aceh
576075,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2011-11-13 16:16:00,1650.0,15861.0,Sulawes Selatan
551413,21877,HOME SWEET HOME MUG,12,2011-04-28 13:33:00,1250.0,16227.0,Jawa Timur
567917,21158,MOODY GIRL DOOR HANGER ,24,2011-09-22 17:19:00,390.0,14298.0,Kalimantn Barat
562518,22959,WRAP CHRISTMAS VILLAGE,25,2011-08-05 12:30:00,420.0,16818.0,Sulawes Selatan
565993,22763,KEY CABINET MA CAMPAGNE,2,2011-09-08 11:46:00,9950.0,13013.0,Jawa Timur
575852,84559A,3D SHEET OF DOG STICKERS,7,2011-11-11 12:17:00,850.0,17238.0,Nusa Tenggara Timur
570187,22900,SET 2 TEA TOWELS I LOVE LONDON ,4,2011-10-07 15:09:00,6630.0,nan,Kalimantan Tengah
543467,84596J,MIXED NUTS LIGHT GREEN BOWL,1,2011-02-08 14:35:00,2460.0,nan,Papua Tengah
538168,22735,RIBBON REEL SOCKS AND MITTENS,5,2010-12-09 19:23:00,1650.0,14702.0,Maluku
547224,22945,CHRISTMAS METAL TAGS ASSORTED ,6,2011-03-21 15:15:00,850.0,nan,Bangka Belitung
565682,23236,STORAGE TIN VINTAGE DOILY ,1,2011-09-06 10:42:00,2890.0,14796.0,Sulawesi Tengah
570871,35964,FOLKART CLIP ON STARS,1,2011-10-12 16:36:00,830.0,nan,Banten
552365,84763,ZINC FINISH 15CM PLANTER POTS,3,2011-05-09 12:25:00,1250.0,16440.0,Papua Barat
546158,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-03-10 09:30:00,2550.0,13899.0,Sulawesi Utara
547715,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2011-03-25 08:50:00,9950.0,12520.0,Kepulauan Riau
566219,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-09-09 15:51:00,550.0,17426.0,Sulawes Selatan
545290,77101A,UNION FLAG WINDSOCK,1,2011-03-01 12:01:00,1250.0,14688.0,Sulawes Selatan
579393,85169A,IVORY LOVE BIRD CANDLE,12,2011-11-29 12:07:00,1250.0,12627.0,Kalimantan Selatan
558475,79030D,TUMBLER BAROQUE,12,2011-06-29 15:58:00,970.0,nan,Maluku
541695,21116,OWL DOORSTOP,1,2011-01-20 18:01:00,8290.0,nan,Papua Pegunungan
537240,22335,HEART DECORATION PAINTED ZINC ,1,2010-12-06 10:08:00,1280.0,nan,Sulawesi Tengah
541423,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2,2011-01-17 17:54:00,2460.0,nan,Sulawes Selatan
554697,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-05-25 17:31:00,1650.0,14584.0,Aceh
571931,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,2011-10-19 16:59:00,6630.0,nan,Bangka Belitung
570488,22156,HEART DECORATION WITH PEARLS ,1,2011-10-10 17:12:00,1630.0,14096.0,Bengkulu
541286,22341,LOVE GARLAND PAINTED ZINC ,12,2011-01-17 13:08:00,1650.0,13982.0,Gorontalo
552880,21164,HOME SWEET HOME METAL SIGN ,12,2011-05-12 09:59:00,2950.0,18245.0,Kalimantan Tengah
539437,22571,ROCKING HORSE RED CHRISTMAS ,1,2010-12-17 14:54:00,1660.0,nan,Papua Barat Daya
537351,21058,PARTY INVITES WOODLAND,1,2010-12-06 12:23:00,850.0,16898.0,Nusa Tenggara Barat
576653,23108,SET OF 10 LED DOLLY LIGHTS,1,2011-11-16 10:45:00,5390.0,14156.0,Kalimantn Barat
556733,21175,GIN + TONIC DIET METAL SIGN,2,2011-06-14 11:53:00,2550.0,16919.0,Papua Selatan
541813,22969,HOMEMADE JAM SCENTED CANDLES,24,2011-01-21 15:36:00,1450.0,18239.0,Lampung
C573864,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-11-01 11:55:00,1790.0,15311.0,Bengkulu
562922,22466,FAIRY TALE COTTAGE NIGHTLIGHT,24,2011-08-10 14:26:00,1950.0,12594.0,Gorontalo
573280,22179,SET 10 NIGHT OWL LIGHTS,2,2011-10-28 13:42:00,6750.0,14221.0,Gorontalo
557616,22470,HEART OF WICKER LARGE,6,2011-06-21 13:25:00,2950.0,12930.0,Bengkulu
547790,22168,ORGANISER WOOD ANTIQUE WHITE ,2,2011-03-25 12:04:00,8500.0,nan,Lampung
563227,21232,STRAWBERRY CERAMIC TRINKET BOX,72,2011-08-14 15:33:00,1060.0,14301.0,Papua Selatan
547874,22084,PAPER CHAIN KIT EMPIRE,2,2011-03-27 15:39:00,2950.0,14476.0,Kalimantan Selatan
546896,21246,RED RETROSPOT BIG BOWL,1,2011-03-17 18:24:00,4130.0,nan,Papua
565930,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-09-08 10:32:00,2100.0,12685.0,Sulawesi Barat
574076,20661,BLUE POLKADOT PURSE ,1,2011-11-02 15:38:00,5790.0,nan,Papua Barat
548014,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-03-29 11:29:00,3750.0,17719.0,Papua Pegunungan
571682,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2011-10-18 14:00:00,8500.0,14179.0,Kepulauan Riau
539492,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2010-12-20 10:14:00,1660.0,nan,Kalimantn Barat
549280,47566,PARTY BUNTING,1,2011-04-07 13:18:00,4150.0,13854.0,Jawa Timur
567621,23025,DRAWER KNOB VINTAGE GLASS BALL,6,2011-09-21 12:46:00,2080.0,16016.0,Papua Barat
542377,85061W,WHITE JEWELLED HEART DECORATION,24,2011-01-27 13:53:00,850.0,13506.0,Bengkulu
549734,22087,PAPER BUNTING WHITE LACE,2,2011-04-11 17:12:00,2950.0,16409.0,Kalimantn Barat
550621,21181,PLEASE ONE PERSON METAL SIGN,4,2011-04-19 13:41:00,2100.0,13263.0,Riau
551468,71459,HANGING JAM JAR T-LIGHT HOLDER,4,2011-04-28 16:21:00,1660.0,nan,Aceh
553549,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1,2011-05-17 16:09:00,2500.0,nan,Jawa Timur
575739,22315,200 RED + WHITE BENDY STRAWS,1,2011-11-11 09:05:00,2460.0,nan,Papua Pegunungan
555277,22133,PINK LOVE HEART SHAPE CUP,1,2011-06-01 17:30:00,1630.0,nan,Kepulauan Riau
538349,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,2010-12-10 14:59:00,1660.0,nan,Sulawesi Utara
550331,21868,POTTING SHED TEA MUG,2,2011-04-17 13:43:00,1250.0,15555.0,Papua Tengah
547910,84596J,MIXED NUTS LIGHT GREEN BOWL,8,2011-03-28 12:23:00,420.0,14159.0,Kalimantan Tengah
578480,22853,CAT BOWL VINTAGE CREAM,6,2011-11-24 12:48:00,3250.0,15502.0,Papua Barat
